19482,PARISH-BASED CPE-DUKE HOSPITAL,CPE,500,2018 Fall Term,None,TBA,TBA,Matthew Floding,
19482,PARISH-BASED CPE-DUKE HOSPITAL,CPE,500,2019 Spring Term,None,TBA,TBA,Matthew Floding,
7528,LEVEL ONE CPE ALAMANCE REGIONL,CPE,100A,2017 Fall Term,None,TBA,TBA,Matthew Floding,
7528,LEVEL ONE CPE ALAMANCE REGIONL,CPE,100A,2018 Spring Term,None,TBA,TBA,Matthew Floding,
7528,LEVEL ONE CPE ALAMANCE REGIONL,CPE,510A,2018 Fall Term,None,TBA,TBA,Matthew Floding,
7528,LEVEL ONE CPE ALAMANCE REGIONL,CPE,510A,2019 Spring Term,None,TBA,TBA,Matthew Floding,
7529,LEVEL ONE CPE NC BAPTIST HOSP,CPE,100B,2017 Fall Term,None,TBA,TBA,Matthew Floding,
7529,LEVEL ONE CPE NC BAPTIST HOSP,CPE,100B,2018 Spring Term,None,TBA,TBA,Matthew Floding: Rhonda R Parker,
7529,LEVEL ONE CPE NC BAPTIST HOSP,CPE,510B,2018 Fall Term,None,TBA,TBA,Matthew Floding,
7529,LEVEL ONE CPE NC BAPTIST HOSP,CPE,510B,2019 Spring Term,None,TBA,TBA,Matthew Floding,
13670,LEVEL ONE CPE DUKE HOSPITAL,CPE,100D,2017 Fall Term,None,TBA,TBA,Matthew Floding,
13670,LEVEL ONE CPE DUKE HOSPITAL,CPE,100D,2018 Spring Term,None,TBA,TBA,Matthew Floding: Rhonda R Parker,
13670,LEVEL ONE CPE DUKE HOSPITAL,CPE,510D,2018 Fall Term,None,TBA,TBA,Matthew Floding,
13670,LEVEL ONE CPE DUKE HOSPITAL,CPE,510D,2019 Spring Term,None,TBA,TBA,Matthew Floding,
1853,STUDIES-SPECIAL TOPICS,CULANTH, 80S,2017 Fall Term,None,TBA,TBA,Staff,S:CZ:STS:W
1853,STUDIES-SPECIAL TOPICS,CULANTH, 80S,2018 Spring Term,None,MW 10:05AM - 11:20AM,Friedl Bldg 216,Stephanie J Friede,S:CCI:CZ:SS:W
1853,STUDIES-SPECIAL TOPICS,CULANTH, 80S,2018 Fall Term,None,TuTh 8:30AM - 9:45AM,Friedl Bldg 204,Jere (Jay) William Hammond,S
1853,STUDIES-SPECIAL TOPICS,CULANTH, 80S,2019 Spring Term,None,TuTh 1:25PM - 2:40PM,Friedl Bldg 216,Matthew Ryan Sebastian,S:CCI:CZ:EI:SS:W
1854,FIRST-YEAR SEMINAR (TOP),CULANTH, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,TuTh 11:45AM - 1:00PM,Sociology Psychology 128,Joshua B Friedman,S:CCI:SS
1854,FIRST-YEAR SEMINAR (TOP),CULANTH, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,TuTh 11:45AM - 1:00PM,Sociology Psychology 128,Joshua B Friedman,S:CCI:SS
1860,INTRO TO CULTURAL ANTHRO,CULANTH,101,2018 Spring Term,None,TuTh 11:45AM - 1:00PM,White Lecture Hall 107,Orin Starn,CCI:CZ:SS
1860,INTRO TO CULTURAL ANTHRO,CULANTH,101,2019 Spring Term,None,TuTh 11:45AM - 1:00PM,White Lecture Hall 107,Orin Starn,CCI:CZ:SS
2965,INTRODUCTION TO DANCE,DANCE,101,2018 Fall Term,None,MW 10:05AM - 11:20AM,East Duke 209,Sarah M Wilbur,ALP:CCI
2974,DANCE COMPOSITION,DANCE,105S,2018 Spring Term,None,TuTh 3:05PM - 4:20PM,Rubenstein Arts Center 201,Andrea E Woods Valdes,S:ALP:R
2974,DANCE COMPOSITION,DANCE,105S,2018 Fall Term,None,TuTh 3:20PM - 4:35PM,Rubenstein Arts Center 224,Andrea E Woods Valdes,S:ALP:R
2945,ELEMENTARY MODERN DANCE,DANCE,110,2017 Fall Term,None,TuTh 1:25PM - 2:40PM,Hull St 104,Keval K Khalsa,
2945,ELEMENTARY MODERN DANCE,DANCE,110,2018 Spring Term,None,TuTh 1:25PM - 2:40PM,Rubenstein Arts Center 201,Keval K Khalsa,
2945,ELEMENTARY MODERN DANCE,DANCE,110,2018 Fall Term,None,TuTh 1:25PM - 2:40PM,Rubenstein Arts Center 201,Keval K Khalsa,
2945,ELEMENTARY MODERN DANCE,DANCE,110,2019 Spring Term,None,TuTh 1:25PM - 2:40PM,Rubenstein Arts Center 201,Keval K Khalsa,
16389,BEGINNING BALLET,DANCE,120,2017 Fall Term,None,MW 3:05PM - 4:20PM,The Ark 101,Tyler R Walters,
16389,BEGINNING BALLET,DANCE,120,2018 Fall Term,None,MW 3:05PM - 4:20PM,Rubenstein Arts Center 201,Tyler R Walters,
20953,SPIRITUAL FORMATION,DMNISTRY,900,2017 Fall Term,Reserved for Doctor of Ministry Students,MTuWThF 4:30PM - 5:45PM,Westbrook 0013,Scott Marshall Anderson,S
20953,SPIRITUAL FORMATION,DMNISTRY,900,2018 Spring Term,None,TuWThFS 4:45PM - 6:00PM,TBA,Kenneth Scott Evers-Hood: Scott Marshall Anderson,S
20953,SPIRITUAL FORMATION,DMNISTRY,900,2018 Fall Term,None,MTuWThF 4:45PM - 6:00PM,Westbrook 0013,Michael A Long,S
20953,SPIRITUAL FORMATION,DMNISTRY,900,2019 Spring Term,None,TuWThFS 4:45PM - 6:00PM,Westbrook 0013,Michael A Long,S
20776,INTRO TO CHRISTIAN LEADERSHIP,DMNISTRY,901,2017 Fall Term,None,MTuWThF 1:15PM - 4:30PM,Westbrook 0013,William Willimon,S
20776,INTRO TO CHRISTIAN LEADERSHIP,DMNISTRY,901,2018 Fall Term,None,MTuWThF 1:15PM - 4:30PM,Westbrook 0015,Kenneth Scott Evers-Hood: William Willimon,S
21143,ANALYSIS,DMNISTRY,902,2018 Fall Term,None,MTuWThF 9:00AM - 12:15PM,Langford 042,Roman R Williams,S
21526,COMMUNICATION & CHANGE,DMNISTRY,904,2017 Fall Term,Reserved for Doctor of Ministry Students,MTuWThF 9:00AM - 12:15PM,Westbrook 0015,Jennifer Copeland: Madison K Daniel,S
21526,COMMUNICATION & CHANGE,DMNISTRY,904,2018 Spring Term,None,TuWThFS 1:15PM - 4:30PM,TBA,Jennifer Copeland: Madison K Daniel,S
21526,COMMUNICATION & CHANGE,DMNISTRY,904,2019 Spring Term,None,TuWThFS 9:00AM - 12:15PM,Westbrook 0013,Jennifer Copeland: Madison K Daniel,S
14971,FIRST YEAR SEMINAR,DOCST, 89S,2017 Fall Term,Prereq: First year: First year with exception or Transfer students only,W 10:05AM - 12:35PM,Smith Warehouse Bay 12 A228,William Bamberger,S:ALP
14971,FIRST YEAR SEMINAR,DOCST, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,Tu 10:05AM - 12:35PM,Smith Warehouse Bay 12 A228,William Bamberger,S
14970,TRADITIONS IN DOC STUDIES,DOCST,101,2017 Fall Term,None,TuTh 10:05AM - 11:20AM,Bridges House 007,Katherine Hyde,ALP:CCI
14970,TRADITIONS IN DOC STUDIES,DOCST,101,2018 Spring Term,None,TuTh 10:05AM - 11:20AM,Bridges House 007,Christopher Wilson Sims,ALP:CCI
14970,TRADITIONS IN DOC STUDIES,DOCST,101,2018 Fall Term,None,TuTh 10:05AM - 11:20AM,Bridges House 007,Christopher Wilson Sims,ALP:CCI
14970,TRADITIONS IN DOC STUDIES,DOCST,101,2019 Spring Term,None,TuTh 10:05AM - 11:20AM,Bridges House 007,Katherine Hyde,ALP:CCI
8062,DOC EXPER: A VIDEO APPR,DOCST,105S,2017 Fall Term,None,W 10:05AM - 12:35PM,Bridges House 104,Gary Hawkins,S:ALP:SS:R
8062,DOC EXPER: A VIDEO APPR,DOCST,105S,2018 Spring Term,None,W 10:05AM - 12:35PM,Bridges House 104,Gary Hawkins,S:ALP:SS:R
8062,DOC EXPER: A VIDEO APPR,DOCST,105S,2018 Fall Term,None,W 10:05AM - 12:35PM,Bridges House 104,Gary Hawkins,S:ALP:SS:R
8062,DOC EXPER: A VIDEO APPR,DOCST,105S,2019 Spring Term,None,W 10:05AM - 12:35PM,Bridges House 104,Gary Hawkins,S:ALP:SS:R
18102,HISTORY OF DOCUMENTARY FILM,DOCST,107,2017 Fall Term,None,M 4:40PM - 7:40PM,Carr 103,Karen Price,ALP:CCI
18102,HISTORY OF DOCUMENTARY FILM,DOCST,107,2018 Fall Term,None,M 4:40PM - 7:40PM,Carr 103,Karen Price,ALP:CCI
17124,FUND OF ELEC AND COMP ENGR,ECE,110L,2017 Fall Term,Prerequisite: ENGINEERING 103L and MATH 112L as either a pre- or corequisite.,WF 11:45AM - 1:00PM,Hudson Hall 208,Stacy L Tantum,
17124,FUND OF ELEC AND COMP ENGR,ECE,110L,2018 Spring Term,Prerequisite: ENGINEERING 103L and MATH 112L as either a pre- or corequisite.,TuTh 10:05AM - 11:20AM,Teer 203,Lisa G Huettel,
17124,FUND OF ELEC AND COMP ENGR,ECE,110L,2018 Fall Term,Prerequisite: ENGINEERING 103L and MATH 112L as either a pre- or corequisite.,TuTh 11:45AM - 1:00PM,Hudson Hall 208,April Brown,
17124,FUND OF ELEC AND COMP ENGR,ECE,110L,2019 Spring Term,Prerequisite: Engineering 103L and Mathematics 112L or equivalent (or concurrent enrollment in either course),TuTh 10:05AM - 11:20AM,Hudson Hall 207,Lisa G Huettel,
17428,MICROELECT DEVICES & CIRCUITS,ECE,230L,2019 Spring Term,Prerequisite: Engineering 103L and Physics 152L and either Electrical and Computer Engineering 110L or Biomedical Engineering 253L,WF 3:05PM - 4:20PM,Teer 203,Adrienne D Stiff-Roberts,
3511,FIRST-YEAR SEMINAR (TOP),EDUC, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,WF 11:45AM - 1:00PM,West Duke 106,Nyote Calixte,S:EI:SS:STS
3511,FIRST-YEAR SEMINAR (TOP),EDUC, 89S,2019 Spring Term,Prereq: First year: First year with exception or Transfer students only,Tu 10:05AM - 12:35PM,West Duke 212,David Michael Malone,S:CCI:EI:SS
3513,FOUNDATIONS OF EDUCATION,EDUC,101,2017 Fall Term,None,TuTh 10:05AM - 11:20AM,Crowell Building 108,Amy Anderson,CCI:EI:SS
3513,FOUNDATIONS OF EDUCATION,EDUC,101,2018 Spring Term,None,TuTh 10:05AM - 11:20AM,East Duke 204D,Amy Anderson,CCI:EI:SS
3513,FOUNDATIONS OF EDUCATION,EDUC,101,2018 Fall Term,None,TuTh 10:05AM - 11:20AM,West Duke 105,Amy Anderson,CCI:EI:SS
3513,FOUNDATIONS OF EDUCATION,EDUC,101,2019 Spring Term,None,TuTh 10:05AM - 11:20AM,West Duke 106,Amy Anderson,CCI:EI:SS
24432,FOUNDATIONS OF EDUCATION,EDUC,101S,2017 Fall Term,None,F 10:05AM - 12:35PM,West Duke 212,Kisha N Daniels,S:CCI:EI:SS
24432,FOUNDATIONS OF EDUCATION,EDUC,101S,2018 Spring Term,None,TuTh 11:45AM - 1:00PM,West Duke 01A,Susan R Wynn,S:CCI:EI:SS
24432,FOUNDATIONS OF EDUCATION,EDUC,101S,2018 Fall Term,None,F 10:05AM - 12:35PM,West Duke 212,Kisha N Daniels,S:CCI:EI:SS
24432,FOUNDATIONS OF EDUCATION,EDUC,101S,2019 Spring Term,None,TuTh 11:45AM - 1:00PM,Carr 125,Susan R Wynn,S:CCI:EI:SS
20823,RETHINKING SCHOOL: SOC JUSTICE,EDUC,111FS,2017 Fall Term,None,TuTh 11:45AM - 1:45PM,West Duke 212,David Michael Malone: Jan Riggsbee: Jeffrey R Forbes,S:CCI:EI:SS
20823,RETHINKING SCHOOL: SOC JUSTICE,EDUC,111FS,2018 Fall Term,None,TuTh 11:45AM - 1:45PM,West Duke 212,David Michael Malone: Jan Riggsbee: Jeffrey R Forbes,S:CCI:EI:SS
23540,MEDICAL ETHICS  AGING  EOL,EDUC,112FS,2017 Fall Term,None,MW 11:45AM - 1:00PM,Bell Tower West 113,Jehanne Gheith,S:ALP:CCI:EI
23540,MEDICAL ETHICS  AGING  EOL,EDUC,112FS,2018 Fall Term,None,MW 10:05AM - 11:20AM,Carr 136,Jehanne Gheith,S:ALP:CCI:EI
3752,FIRST-YEAR SEMINAR (TOP),EGR, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,TBA,TBA,Staff,S
20350,FIRST YEAR SEMINAR IN FOCUS,EGR, 95FS,2018 Fall Term,None,MW 1:25PM - 2:40PM,FITZPATRICK 1411,Nico Hotz,S:NS:SS:STS
16881,ENGINEERING MGMT SEMINAR,EGRMGMT,501,2017 Fall Term,None,F 3:05PM - 4:20PM,FITZPATRICK SCHICIANO A 1464,LaTondra Murray,S
16881,ENGINEERING MGMT SEMINAR,EGRMGMT,501,2018 Spring Term,Reserved for Master of Engineering Management Students,F 3:05PM - 4:20PM,FITZPATRICK SCHICIANO 1464A&14,LaTondra Murray,S
16881,ENGINEERING MGMT SEMINAR,EGRMGMT,501,2018 Fall Term,Reserved for Engineering Professional Students,F 3:05PM - 4:20PM,FITZPATRICK SCHICIANO 1464A&14,Bradley A Fox,S
16881,ENGINEERING MGMT SEMINAR,EGRMGMT,501,2019 Spring Term,Reserved for Master of Engineering Management Students,F 3:05PM - 4:20PM,FITZPATRICK SCHICIANO 1464A&14,Bradley A Fox,S
24576,RESIDENCY 1- INTRODUCTION,EGRMGMT,504,2017 Fall Term,None,TBA,TBA,Staff,
24576,RESIDENCY 1- INTRODUCTION,EGRMGMT,504,2018 Fall Term,Reserved for Master of Engineering Management Distant Learning Students,TBA,TBA,LaTondra Murray,
24578,RESIDENCY 3- CONCLUSION,EGRMGMT,506,2019 Spring Term,Reserved for Master of Engineering Management Distant Learning Students,TBA,TBA,LaTondra Murray,
3740,MARKETING,EGRMGMT,510,2017 Fall Term,None,Tu 8:30AM - 11:15AM,Teer 115,Katharine M Amato,
3740,MARKETING,EGRMGMT,510,2018 Fall Term,Reserved for Master of Engineering Management Students,Tu 8:30AM - 11:15AM,Teer 115,Anthony O'Driscoll,
24809,SPECIAL TOPICS IN EHD,EHD,290S,2017 Fall Term,None,TBA,TBA,Staff,S
24809,SPECIAL TOPICS IN EHD,EHD,290S,2018 Spring Term,None,Tu 1:25PM - 2:40PM,TBA,Jessica Sperling Smokoski: John Patrick Killeen,S:SS
24775,SP TOP: FIRST-YEAR SEMINAR,ENERGY, 89S,2017 Fall Term,None,F 10:05AM - 12:35PM,Old Chemistry 101,Jonathon Mark Free,S:CZ:EI:SS:STS
24775,SP TOP: FIRST-YEAR SEMINAR,ENERGY, 89S,2019 Spring Term,None,TuTh 1:25PM - 2:40PM,Gross Hall 100C,Jonathon Mark Free,S:CZ:EI:STS
25263,FOCUS PROG SEM ENERGY (TOP),ENERGY,190FS,2018 Fall Term,None,TuTh 1:25PM - 2:40PM,Gross Hall 100C,Jonathon Mark Free,S:CZ:SS:R:STS
17292,ENERGY AND ENVIRONMENT,ENERGY,231,2017 Fall Term,None,MW 1:25PM - 2:40PM,Gross Hall 107,Lincoln F Pratson,NS:SS:STS
17292,ENERGY AND ENVIRONMENT,ENERGY,231,2018 Fall Term,None,MW 1:25PM - 2:40PM,Gross Hall 107,Lincoln F Pratson,NS:SS:STS
3815,1ST-YR SEM LIT (TOP),ENGLISH, 89S,2017 Fall Term,None,MW 1:25PM - 2:40PM,Perkins LINK 070 (Seminar 4),Judith G Ruderman,S:ALP:CCI:CZ:R
3815,1ST-YR SEM LIT (TOP),ENGLISH, 89S,2018 Spring Term,None,M 8:30AM - 11:00AM,Crowell Building 108,Astrid A Giugni,S:ALP:EI
3815,1ST-YR SEM LIT (TOP),ENGLISH, 89S,2018 Fall Term,None,M 8:30AM - 11:00AM,Smith Warehouse Bay 9 A290,Astrid A Giugni,S:CZ:EI:W
3815,1ST-YR SEM LIT (TOP),ENGLISH, 89S,2019 Spring Term,None,TuTh 11:45AM - 1:00PM,Allen 306,Taylor H Black,S:ALP:CZ:EI:W
3807,SPECIAL TOPICS IN LITERATURE,ENGLISH, 90S,2017 Fall Term,None,WF 8:30AM - 9:45AM,Allen 317,Nora Irene Nunn,S:ALP:EI:W
3807,SPECIAL TOPICS IN LITERATURE,ENGLISH, 90S,2018 Spring Term,None,WF 3:05PM - 4:20PM,Social Sciences 107,Robert William Tate,S:ALP:CCI:W
3807,SPECIAL TOPICS IN LITERATURE,ENGLISH, 90S,2018 Fall Term,None,WF 8:30AM - 9:45AM,Allen 318,Joshua Gibbons Striker,S:ALP:W
3807,SPECIAL TOPICS IN LITERATURE,ENGLISH, 90S,2019 Spring Term,None,WF 4:40PM - 5:55PM,Carr 241,Kathleen Megan Burns,S:ALP:EI:STS:W
3824,INTRO CREATIVE WRITING,ENGLISH,110S,2017 Fall Term,None,Tu 1:25PM - 3:55PM,Allen 318,Cathy E Shuman,S:ALP:W
3824,INTRO CREATIVE WRITING,ENGLISH,110S,2018 Spring Term,None,WF 11:45AM - 1:00PM,Smith Warehouse Bay 6 B177,Melissa Malouf,S:ALP:W
3824,INTRO CREATIVE WRITING,ENGLISH,110S,2018 Fall Term,None,Tu 3:05PM - 5:35PM,Allen 317,Carol F Fox,S:ALP:W
3824,INTRO CREATIVE WRITING,ENGLISH,110S,2019 Spring Term,None,M 3:20PM - 5:50PM,Allen 226,Brenna Casey,S:ALP:W
4062,FIRST-YEAR SEMINAR (TOP),ENVIRON, 89S,2017 Fall Term,Prereq: First year: First year with exception or Transfer students only,MW 10:05AM - 11:20AM,Environment Hall 1111,Prasad S Kasibhatla,S:NS:STS
4062,FIRST-YEAR SEMINAR (TOP),ENVIRON, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,TuTh 3:05PM - 4:20PM,Environment Hall 1101,David E Hinton,S:NS:STS
4062,FIRST-YEAR SEMINAR (TOP),ENVIRON, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,MW 11:45AM - 1:00PM,Environment Hall 1111,Prasad S Kasibhatla,S:NS:STS
4062,FIRST-YEAR SEMINAR (TOP),ENVIRON, 89S,2019 Spring Term,Prereq: First year: First year with exception or Transfer students only,WF 10:05AM - 11:20AM,Bell Tower West 113,Logan Natalie O'Laughlin,S:CCI:EI:SS
13857,INTRO TO ENVIRON SCI/POL,ENVIRON,102,2017 Fall Term,None,MW 10:05AM - 11:20AM,Environment Hall 1112,Rebecca L Vidra,NS:STS
13857,INTRO TO ENVIRON SCI/POL,ENVIRON,102,2018 Spring Term,None,TuTh 8:30AM - 9:45AM,Environment Hall 1112,Jennifer J Wernegreen,NS:STS
13857,INTRO TO ENVIRON SCI/POL,ENVIRON,102,2018 Fall Term,None,MW 10:05AM - 11:20AM,Environment Hall 1112,Rebecca L Vidra,NS:STS
13857,INTRO TO ENVIRON SCI/POL,ENVIRON,102,2019 Spring Term,None,TuF 11:45AM - 1:00PM,Environment Hall 1112,Jennifer J Wernegreen,NS:STS
23214,ISRAEL/PALESTINE,ENVIRON,147,2017 Fall Term,None,TuTh 1:25PM - 2:40PM,Environment Hall 2102,Erika S Weinthal: Rebecca Stein,CCI:EI:SS
22215,GENOMICS OF SYMBIOSIS,ENVIRON,148FS,2017 Fall Term,None,TuTh 3:05PM - 4:20PM,LSRC D243,Jennifer J Wernegreen,S:NS:R:STS
22215,GENOMICS OF SYMBIOSIS,ENVIRON,148FS,2018 Fall Term,None,TuTh 3:05PM - 4:20PM,Biological Sciences 155,Francois M Lutzoni,S:NS:R:STS
10977,THE DYNAMIC EARTH,EOS,101,2017 Fall Term,None,MW 3:05PM - 4:20PM,Biological Sciences 111,Emily M Klein,NS:STS
10977,THE DYNAMIC EARTH,EOS,101,2018 Spring Term,None,MW 3:05PM - 4:20PM,Social Sciences 136,Alexander Glass,NS:STS
10977,THE DYNAMIC EARTH,EOS,101,2018 Fall Term,None,MW 3:05PM - 4:20PM,Biological Sciences 111,Emily M Klein,NS:STS
10977,THE DYNAMIC EARTH,EOS,101,2019 Spring Term,None,MW 3:05PM - 4:20PM,Biological Sciences 111,Alexander Glass,NS:STS
1465,THE DYNAMIC OCEANS,EOS,102,2017 Fall Term,None,TuTh 3:05PM - 4:20PM,Biological Sciences 111,Alexander Glass,NS:STS
1465,THE DYNAMIC OCEANS,EOS,102,2018 Spring Term,None,TuTh 3:05PM - 4:20PM,Physics 128,Alexander Glass,NS:STS
1465,THE DYNAMIC OCEANS,EOS,102,2018 Fall Term,None,TuTh 3:05PM - 4:20PM,Biological Sciences 111,Alexander Glass,NS:STS
1465,THE DYNAMIC OCEANS,EOS,102,2019 Spring Term,None,TuTh 3:05PM - 4:20PM,Physics 128,Alexander Glass,NS:STS
16036,ATMOSPHERE AND OCEAN DYNAMICS,EOS,202,2017 Fall Term,None,MWF 10:20AM - 11:10AM,LSRC A156,M Susan Lozier,NS:R
16036,ATMOSPHERE AND OCEAN DYNAMICS,EOS,202,2018 Fall Term,None,MWF 11:45AM - 12:35PM,LSRC A247,Laifang Li,NS:R
24704,FIRST-YEAR SEMINAR (TOP),ETHICS, 89S,2017 Fall Term,None,TuTh 4:40PM - 5:55PM,Perkins LINK 070 (Seminar 4),Carol Apollonio,S:ALP:CCI:EI
24704,FIRST-YEAR SEMINAR (TOP),ETHICS, 89S,2018 Fall Term,None,WF 11:45AM - 1:00PM,West Duke 107F,David C Toole,S:EI
24704,FIRST-YEAR SEMINAR (TOP),ETHICS, 89S,2019 Spring Term,None,TuTh 1:25PM - 2:40PM,Carr 241,Christian Paul Ferney: Denise K Comer,S
24969,CHALLENGES LIVING ETHICAL LIFE,ETHICS,101,2018 Spring Term,None,MW 3:05PM - 4:20PM,West Duke 101,Jesse Summers,CZ:EI
24969,CHALLENGES LIVING ETHICAL LIFE,ETHICS,101,2018 Fall Term,None,MW 10:05AM - 11:20AM,West Duke 101,Geoffrey Harpham: Hannah Ridge,CZ:EI
24420,THE EXAMINED LIFE,ETHICS,111S,2018 Spring Term,None,Tu 3:05PM - 5:35PM,McClendon Tower Level 2,Alexander Hartemink,S:EI
23658,PRIVATE WEALTH & PUBLIC GIVING,ETHICS,123,2017 Fall Term,None,TuTh 4:40PM - 5:55PM,Carr 240,Sumathi Ramaswamy,CCI:CZ:EI:SS
23658,PRIVATE WEALTH & PUBLIC GIVING,ETHICS,123,2019 Spring Term,None,MW 3:05PM - 4:20PM,LSRC A247,Sumathi Ramaswamy,CCI:CZ:EI:SS
19023,INTRO EVOLUTIONARY ANTHRO,EVANTH,101,2017 Fall Term,None,TuTh 11:45AM - 1:00PM,Biological Sciences 111,Emily E Boehm,NS:STS
19023,INTRO EVOLUTIONARY ANTHRO,EVANTH,101,2018 Spring Term,None,TuTh 3:05PM - 4:20PM,Biological Sciences 111,Tara Clarke,NS:STS
19023,INTRO EVOLUTIONARY ANTHRO,EVANTH,101,2018 Fall Term,None,TuTh 3:05PM - 4:20PM,Physics 128,Justin A Ledogar,NS:STS
4278,STUDENT PASTOR APPT/CALL,FIELDEDU,4,2017 Fall Term,None,TBA,TBA,Brad Thie,
4278,STUDENT PASTOR APPT/CALL,FIELDEDU,4,2018 Spring Term,None,TBA,TBA,Brad Thie,
4278,STUDENT PASTOR APPT/CALL,FIELDEDU,500,2018 Fall Term,None,TBA,TBA,Brad Thie,
4278,STUDENT PASTOR APPT/CALL,FIELDEDU,500,2019 Spring Term,None,TBA,TBA,Brad Thie: Cheryl L Parker,
17515,FIELDEDU CONTINUATION,FIELDEDU,6,2017 Fall Term,None,F 2:00PM - 5:00PM,TBA,Rhonda R Parker,
17515,FIELDEDU CONTINUATION,FIELDEDU,6,2018 Spring Term,None,TBA,TBA,Rhonda R Parker,
17515,FIELDEDU CONTINUATION,FIELDEDU,520,2018 Fall Term,None,TBA,TBA,Daniel M Corpening: Rhonda R Parker,
17515,FIELDEDU CONTINUATION,FIELDEDU,520,2019 Spring Term,None,TBA,TBA,Daniel M Corpening,
4417,ELEMENTARY FRENCH 1,FRENCH,101,2017 Fall Term,None,MTuWF 8:45AM - 9:45AM,Allen 226,Suzanne Le Men,FL
4417,ELEMENTARY FRENCH 1,FRENCH,101,2018 Spring Term,None,MWF 8:45AM - 9:45AM,Sociology Psychology 129,Germain Choffart,FL
4417,ELEMENTARY FRENCH 1,FRENCH,101,2018 Fall Term,None,MTuWF 8:45AM - 9:45AM,Carr 137,Marie Natacha Boum-Biyong,FL
4417,ELEMENTARY FRENCH 1,FRENCH,101,2019 Spring Term,None,MTuWF 8:45AM - 9:45AM,Allen 226,Departmental Staff,FL
4419,ELEMENTARY FRENCH 2,FRENCH,102,2017 Fall Term,None,MTuWF 8:45AM - 9:45AM,Allen 326,Karine Provot,FL
4419,ELEMENTARY FRENCH 2,FRENCH,102,2018 Spring Term,None,Tu 8:45AM - 9:45AM,Languages 211,Sandra L Valnes Quammen: Suzanne Le Men,FL
4419,ELEMENTARY FRENCH 2,FRENCH,102,2018 Fall Term,None,MTuWF 8:45AM - 9:45AM,Languages 114B,Karine Provot,FL
4419,ELEMENTARY FRENCH 2,FRENCH,102,2019 Spring Term,None,MTuWF 8:45AM - 9:45AM,Languages 211,Departmental Staff,FL
4422,INTENSIVE ELEM FRENCH,FRENCH,111,2018 Spring Term,None,MW 10:05AM - 11:40AM,Languages 114B,Sandra L Valnes Quammen,FL
4422,INTENSIVE ELEM FRENCH,FRENCH,111,2019 Spring Term,None,MTuWThF 10:05AM - 11:40AM,Old Chemistry 123,Departmental Staff,FL
23539,ETHICS OF GENOME RESEARCH,GENOME,120FS,2017 Fall Term,None,Tu 10:20AM - 12:50PM,LSRC D243,Susanne B Haga,S:EI:SS:STS
23539,ETHICS OF GENOME RESEARCH,GENOME,120FS,2018 Fall Term,None,TuTh 10:05AM - 11:20AM,LSRC D243,Susanne B Haga,S:EI:SS:STS
24138,EVOLUTIONARY GENOMICS,GENOME,128FS,2017 Fall Term,None,W 3:05PM - 5:35PM,Physics 299,Anne D Yoder,S:NS:STS
21550,SYNTHETIC GENOMICS,GENOME,138FS,2017 Fall Term,None,TBA,TBA,Staff,EI:NS:SS:STS
4773,FIRST-YEAR SEMINAR (TOP),GERMAN, 89S,2017 Fall Term,Prereq: First year: First year with exception or Transfer students only,TuTh 11:45AM - 1:00PM,Old Chemistry 201,Kata Gellen,S:ALP:CCI:CZ:EI
4773,FIRST-YEAR SEMINAR (TOP),GERMAN, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,TuTh 1:25PM - 2:40PM,Languages 114,Kata Gellen,S:CCI:CZ:EI
4764,FIRST-YEAR GERMAN I,GERMAN,101,2017 Fall Term,None,MTuWTh 8:45AM - 9:45AM,Old Chemistry 119,John Andrew Jolly,FL
4764,FIRST-YEAR GERMAN I,GERMAN,101,2018 Spring Term,None,MTuWTh 8:45AM - 9:45AM,Old Chemistry 123,April Henry,FL
4764,FIRST-YEAR GERMAN I,GERMAN,101,2018 Fall Term,None,MTuWTh 8:45AM - 9:45AM,Old Chemistry 119,Michael Malloy,FL
4764,FIRST-YEAR GERMAN I,GERMAN,101,2019 Spring Term,None,MTuWTh 8:45AM - 9:45AM,Languages 114B,Departmental Staff,FL
4766,FIRST-YEAR GERMAN II,GERMAN,102,2017 Fall Term,None,MTuWTh 8:45AM - 9:45AM,Old Chemistry 123,Beth Anne Dorn,FL
4766,FIRST-YEAR GERMAN II,GERMAN,102,2018 Spring Term,None,MTuWTh 8:45AM - 9:45AM,Old Chemistry 119,John Andrew Jolly,FL
4766,FIRST-YEAR GERMAN II,GERMAN,102,2018 Fall Term,None,MTuWTh 8:45AM - 9:45AM,Languages 109,Edana Kleinhans,FL
4766,FIRST-YEAR GERMAN II,GERMAN,102,2019 Spring Term,None,MTuWTh 8:45AM - 9:45AM,Old Chemistry 119,Staff,FL
4771,INTENSIVE FIRST YEAR GERMAN,GERMAN,111,2018 Fall Term,None,TBA,TBA,Staff,FL
