012504,HEBREW,407S,Issues in Modern Hebrew,S CCI FL ALP,
012504 1,JEWISHST,407S,Issues in Modern Hebrew,S CCI FL ALP,
012506,SPANISH,390A-1,Advanced Spanish Language Abroad,,
012560,CULANTH,265,Culture and Politics in Contemporary Europe: Citizenship Migration and National Belonging,CCI EI CZ SS,
012560 1,ICS,236,Culture and Politics in Contemporary Europe: Citizenship Migration and National Belonging,CCI EI CZ SS,
012561,AAAS,251,The Anthropology of Race,CCI EI SS,
012561 1,CULANTH,208,The Anthropology of Race,CCI EI SS,
012561 2,ICS,239,The Anthropology of Race,CCI EI SS,
012561 3,RIGHTS,208,The Anthropology of Race,CCI EI SS,
012571,PERSIAN,102,Elementary Persian,FL,
012572,PERSIAN,204,Intermediate Persian,FL,
012575,PHIL,502S,Comparative Ethics,S CCI EI CZ,
012582,MOLCAN,780,Graduate Student Seminar,,
012583,GS,775,Colloquium on the Academic Profession,,
012627,WRITING,101,Academic Writing,,
012637,PUBPOL,811,Microeconomics: Policy Applications,,
012638,BIOLOGY,841,Ecological Perspectives: Evolution to Ecosystems,,
012638 1,ENVIRON,841,Ecological Perspectives: Evolution to Ecosystems,,
012638 2,UPE,701,Ecological Perspectives: Evolution to Ecosystems,,
012638 3,EVANTH,741,Ecological Perspectives: Evolution to Ecosystems,,
012639,BIOLOGY,842,Ecological Perspectives: Ecophys to Ecosystems,,
012639 1,ENVIRON,842,Ecological Perspectives: Ecophys to Ecosystems,,
012639 2,UPE,702,Ecological Perspectives: Ecophys to Ecosystems,,
012639 3,EVANTH,742,Ecological Perspectives: Ecophys to Ecosystems,,
012640,UPE,703S,Ecology Seminar,S,
012641,BIOLOGY,557L,Microbial Ecology and Evolution,R NS,
012645,ETHICS,561,History of Poverty in the United States,CCI CZ SS,
012645 1,HISTORY,546,History of Poverty in the United States,CCI CZ SS,
012645 2,PUBPOL,528,History of Poverty in the United States,CCI CZ SS,
012646,LATIN,581S,Latin Prose Syntax and Style,S CCI FL,
012648,PSY,757S,Cognitive Neuroscience Colloquia,S,
012650,NEUROBIO,759S,Principles in Cognitive Neuroscience I,S,
012650 1,PHIL,753S,Principles in Cognitive Neuroscience I,S,
012650 2,PSY,759S,Principles in Cognitive Neuroscience I,S,
012653,PORTUGUE,301S,Advanced Colloquial Portuguese,S CCI FL W,
012654,PUBPOL,816,Ethics and Policy-Making,,
012654 1,GLHLTH,840,Ethics and Policy-Making,,
012656,ROMST,790S,Topics in Romance Studies,S,
012662,PUBPOL,810,Microeconomics and Public Policy-Making,,
012663,PUBPOL,814,The Politics of the Policy Process,,
012664,PUBPOL,674,Media and Democracy,CCI SS,
012665,PUBPOL,813,Quantitative Evaluation Methods,,
012666,PUBPOL,815,Public Management I,,
012668,BIOLOGY,705S,Seminar in Teaching Biology,S,
012672,CHEM,506,Biomolecular Mass Spectrometry,,
012673,CHEM,511,Chemistry of Biomolecular Interactions,,
012678,CHEM,521,Inorganic Chemistry,,
012680,CHEM,524,Bioinorganic Chemistry,,
012681,CHEM,526,Inorganic Reaction Mechanisms,,
012685,CHEM,990-2,Special Topics in Inorganic Chemistry,,
012686,CHEM,531,Organic Chemistry,,
012687,CHEM,532,Organic Reactions,,
012688,CHEM,533,Nuclear Magnetic Resonance,,
012690,BIOCHEM,536,Bioorganic Chemistry,,
012690 1,CHEM,536,Bioorganic Chemistry,,
012691,CHEM,538,Organometallic Chemistry and Catalysis,,
012692,CHEM,990-3,Special Topics in Organic Chemistry,,
012693,CHEM,541,Quantum Chemistry,,
012694,CHEM,542,Quantum Mechanics,,
012695,CHEM,543,Statistical Thermodynamics,,
012696,CHEM,544,Statistical Mechanics,,
012699,CHEM,548,Solid-State and Materials Chemistry,,
012700,CHEM,990-4,Special Topics in Physical Chemistry,,
012703,BIOLOGY,415S,Developmental and Stem Cell Biology Colloquium,S NS,
012704,BIOLOGY,417S,Genetic Engineering and Biotechnology,S STS NS,
012704 1,GENOME,417S,Genetic Engineering and Biotechnology,S STS NS,
012704 2,SCISOC,417S,Genetic Engineering and Biotechnology,S STS NS,
012706,ROMST,590S,Seminar in Romance Studies,S,
012736,LAW,465,Patent Claim Drafting and Foundations of Patent Strategy,,
012764,MUSIC,290S-1,Special Topics in Music History,S,
012868,BME,394,Projects in Biomedical Engineering (GE),,
012925,LINGUIST,390S-01,Topics in Spanish Linguistics,S FL,
012925 1,SPANISH,390S-5,Topics in Spanish Linguistics,S FL,
012935,ARTHIST,710S,Modernism and Cultural Politics,S,
012940,BIOLOGY,154,AIDS and Other Emerging Diseases,STS NS,
012940 1,ICS,103,AIDS and Other Emerging Diseases,STS NS,
012940 2,GLHLTH,154,AIDS and Other Emerging Diseases,STS NS,
012941,BIOLOGY,215,Introduction to Mathematical Modeling in Biology,R NS QS,
012942,BIOLOGY,250,Population Genetics,NS,
012954,AAAS,220,West African Rootholds in Dance,S CCI ALP CZ,
012954 1,DANCE,335L,West African Rootholds in Dance,S CCI ALP CZ,
012954 2,RELIGION,240,West African Rootholds in Dance,S CCI ALP CZ,
012954 3,AAAS,220SL,West African Rootholds in Dance,S CCI ALP CZ,
012954 4,DANCE,335SL,West African Rootholds in Dance,S CCI ALP CZ,
012954 5,RELIGION,240SL,West African Rootholds in Dance,S CCI ALP CZ,
012958,AMES,311S,Poetic Cinema,S CCI ALP CZ,
012958 1,AMI,266S,Poetic Cinema,S CCI ALP CZ,
012958 2,VMS,354S,Poetic Cinema,S CCI ALP CZ,
012958 3,ICS,311S,Poetic Cinema,S CCI ALP CZ,
012960,EOS,540,Introduction to Modeling in the Earth Sciences,NS QS,
012963,ENVIRON,495,Senior Capstone Course,,
012964,FRENCH,414,Comics and Culture: Images of Modern France in the Making,S CCI FL ALP,
012964 1,VMS,311,Comics and Culture: Images of Modern France in the Making,S CCI FL ALP,
012964 2,FRENCH,414S,Comics and Culture: Images of Modern France in the Making,S CCI FL ALP,
012964 3,VMS,311S,Comics and Culture: Images of Modern France in the Making,S CCI FL ALP,
012973,HISTORY,286,Europe in the Twentieth Century,CCI CZ,
012973 1,ICS,237,Europe in the Twentieth Century,CCI CZ,
012974,LIT,190S,Special Topics: Introduction to Literature,S,
012975,EOS,515,Mountain Ecohydrology Field Course - Montana,R STS NS,
012976,MUSIC,120,Music Sound and Style,CCI ALP CZ,
012977,MUSIC,101-1,Class Piano,,
012978,MUSIC,101-2,Class Voice,,
012979,MUSIC,101-3,Class Guitar,,
012986,PHYSEDU,241,Psychology of Sport and Performance,,
012990,PORTUGUE,203,Intermediate Portuguese,FL CZ,
012991,NEUROBIO,760S,Principles in Cognitive Neuroscience II,S,
012991 1,PHIL,754S,Principles in Cognitive Neuroscience II,S,
012991 2,PSY,760S,Principles in Cognitive Neuroscience II,S,
012993,PSY,206,Alcohol: Brain Individual and Society,R STS NS SS,
012996,PJMS,365S,Video Journalism,S ALP SS,
012996 1,PUBPOL,365S,Video Journalism,S ALP SS,
012996 2,VMS,305S,Video Journalism,S ALP SS,
012996 3,AMI,366S,Video Journalism,S ALP SS,
012996 4,DOCST,367S,Video Journalism,S ALP SS,
012997,DOCST,356S,Magazine Journalism,S W SS,
012997 1,PUBPOL,366S,Magazine Journalism,S W SS,
012997 2,VMS,306S,Magazine Journalism,S W SS,
012997 3,PJMS,366S,Magazine Journalism,S W SS,
012998,PUBPOL,367S,News Writing and Reporting,S R W SS,
012998 1,VMS,307S,News Writing and Reporting,S R W SS,
012998 2,PJMS,367S,News Writing and Reporting,S R W SS,
013000,PJMS,372,Information Policy and Ethics,EI STS SS,
013000 1,PUBPOL,372,Information Policy and Ethics,EI STS SS,
013004,PUBPOL,590S,Advanced Topics in Public Policy,S,
013005,PUBPOL,270,Political Participation and Leadership,EI SS,
013007,RUSSIAN,371,Russian Fiction and Film,S CCI ALP,
013007 1,AMI,371S,Russian Fiction and Film,S CCI ALP,
013007 2,LIT,370S,Russian Fiction and Film,S CCI ALP,
013007 3,RUSSIAN,371S,Russian Fiction and Film,S CCI ALP,
013009,ICS,270,Eastern Europe in Transition: Markets Media and the Mafia,CCI CZ SS,
013009 1,RUSSIAN,350,Eastern Europe in Transition: Markets Media and the Mafia,CCI CZ SS,
013009 2,SOCIOL,221,Eastern Europe in Transition: Markets Media and the Mafia,CCI CZ SS,
013009 3,VMS,318,Eastern Europe in Transition: Markets Media and the Mafia,CCI CZ SS,
013010,HINDI,407S,Issues in Hindi Language and Society II,S CCI FL ALP,
013014,HINDI,408S,Issues in Hindi Language and Society II,S CCI FL ALP,
013018,RUSSIAN,373S,Russian Language and Culture through Film,S CCI FL STS SS,
013018 1,VMS,317S,Russian Language and Culture through Film,S CCI FL STS SS,
013019,STA,101,Data Analysis and Statistical Inference,R STS QS,
013020,STA,111,Probability and Statistical Inference,QS,
013022,BME,260L,Modeling Cellular and Molecular Systems,,
013023,STA,102,Introductory Biostatistics,R STS QS,
013023 1,BME,102,Introductory Biostatistics,R STS QS,
013025,SPANISH,302,Advanced Spanish Grammar,CCI FL,
013025 1,LINGUIST,301,Advanced Spanish Grammar,CCI FL,
013026,SPANISH,303,Introduction to Cultural Studies,CCI FL,
013027,EDUC,410S,Research/Reflective Practice Elementary Education,S R W SS,
013029,EDUC,333S,Legal Issues in Education,S R W SS,
013030,EDUC,290S,Selected Topics,S,
013031,DOCST,224S,Children's Self Expression: Literacy Through Photography,S EI ALP SS,
013031 1,EDUC,244S,Children's Self Expression: Literacy Through Photography,S EI ALP SS,
013031 2,VMS,207S,Children's Self Expression: Literacy Through Photography,S EI ALP SS,
013036,RELIGION,799,Special Readings in Religion,,
013039,RELIGION,190FS,Focus Program Seminars: Special Topics,S,
013041,SPANISH,496,Honors Thesis,R,
013046,PORTUGUE,112,Accelerated Elementary Portuguese,FL,
013076,GREEK,203A-1,Intermediate Greek,FL,
013077,GREEK,204,Advanced Intermediate Greek,FL CZ,
013077 1,GREEK,204S,Advanced Intermediate Greek,FL CZ,
013079,LATIN,204,Advanced Intermediate Latin,FL CZ,
013081,ECE,891,Internship,,
013085,BME,577,Drug Transport Analysis (GE BB MC),,
013088,CEE,525,Wave Propagation in Elastic and Poroelastic Media,,
013089,LATIN,301A-1,Advanced Latin,CCI FL ALP,
013095,RUSSIAN,313,The Russian Novel,CCI R ALP,
013103,LATIN,203A-1,Intermediate Latin: Caesar's Civil War,FL,
013111,CEE,394,Research Independent Study in Civil and Environmental Engineering,R,
013112,CEE,493,Research Independent Study in Civil and Environmental Engineering,R,
013113,CEE,494,Research Independent Study in Civil and Environmental Engineering,R,
013129,FRENCH,495,Honors Thesis,R,
013130,FRENCH,343A,Advanced Expression,CCI FL,
013131,LSGS,490S,Special Topics in US Latina/o Literatures and Cultural Studies,S,
013131 1,SPANISH,490S-2,Special Topics in US Latina/o Literatures and Cultural Studies,S,
013132,CULANTH,419S,Global Environmentalism and the Politics of Nature,S CCI STS CZ SS,
013134,AMI,302S,Adaptation,S W ALP,
013134 1,ENGLISH,227S,Adaptation,S W ALP,
013134 2,THEATRST,282S,Adaptation,S W ALP,
013145,EOS,404S,Geology of Tropical Marine Environments,S R NS,
013147,LAW,341,FDA Law and Policy,,
013147 1,BIOETHIC,701,FDA Law and Policy,,
013152,HISTTHEO,890,Topics in Historical Theology,,
013153,GREEK,301A-1,Advanced Greek,CCI FL ALP,
013176,XTIANETH,953,Love in Christian Tradition,,
013178,XTIANTHE,819,Readings in Lesslie Newbigin's Theology,,
013179,PARISH,762,Christianity and Contemporary Literature,,
013180,CONTDIV,1,Divinity Course Continuation,,
013180 1,CONTDIV,500,Divinity Course Continuation,,
013196,PHIL,790S,Seminar in Special Fields of Philosophy,S,
013207,FINANCE,898,Special Topics,,
013211,HLTHMGMT,898,Special Topics,,
013215,MANAGEMT,898,Special Topics,,
013222,MGRECON,898,Special Topics,,
013237,HLTHMGMT,896,Practicum,,
013242,STRATEGY,896,Practicum,,
013244,STRATEGY,898,Special Topics,,
013248,ACCOUNTG,899,Independent Study,,
013252,DECISION,899,Independent Study,,
013256,FINANCE,899,Independent Study,,
013260,HLTHMGMT,899,Independent Study,,
013264,MANAGEMT,899,Independent Study,,
013268,MGMTCOM,899,Independent Study,,
013272,MGRECON,899,Independent Study,,
013280,OPERATNS,899,Independent Study,,
013284,STRATEGY,899,Independent Study,,
013315,HLTHMGMT,710,Health Institutions Systems and Policy,,
013331,CRP,243,Introduction to Medical Genetics,,
013434,LAW,313,Judicial Decisionmaking,,
013522,ARTHIST,234,Japanese Architecture,CCI ALP CZ,
013522 1,VMS,250,Japanese Architecture,CCI ALP CZ,
013556,CRS,301B,CONTINUATION OF RESEARCH STUDY,,
013557,ECON,313,The Uses of Economics,R STS W CZ SS,
013560,ITALIAN,495,Honors Thesis,R,
013561,RUSSIAN,374S,Russian Language and Culture through Film II,S CCI FL STS ALP SS,
013561 1,VMS,319S,Russian Language and Culture through Film II,S CCI FL STS ALP SS,
013562,RUSSIAN,376,Russian Language and Culture through Music,CCI FL ALP SS,
013563,ENVIRON,753LA,Sensory Physiology and Behavior of Marine Animals,,
013564,NURSING,512,Pharmacology for Nurse Anesthetists,,
013564 1,NURSING,926,Pharmacology for Nurse Anesthetists,,
013565,NURSING,513,Basic Principles of Anesthesia,,
013565 1,NURSING,928,Basic Principles of Anesthesia,,
013566,NURSING,515,Chemistry and Physics Related to Anesthesia,,
013566 1,NURSING,927,Chemistry and Physics Related to Anesthesia,,
013568,NURSING,518,Advanced Principles of Anesthesia II,,
013568 1,NURSING,934,Advanced Principles of Anesthesia II,,
013570,NURSING,522,Advanced Pathophysiology for Nurse Anesthetists II,,
013570 1,NURSING,935,Advanced Pathophysiology for Nurse Anesthetists II,,
013571,NURSING,526,Professional Aspects of Nurse Anesthesia Practice,,
013571 1,NURSING,930,Professional Aspects of Nurse Anesthesia Practice,,
013572,NURSING,529,Clinical Anesthesia Practicum (semester 1),,
013573,ACCOUNTG,598,Valuation and Fundamental Analysis,,
013578,HLTHMGMT,717,Biotechnology and Pharmaceutical Strategy,,
013579,ICS,322,Ethnic Conflict,CCI R SS,
013579 1,POLSCI,227,Ethnic Conflict,CCI R SS,
013579 2,PUBPOL,239,Ethnic Conflict,CCI R SS,
013583,MGRECON,788,Competitive Analysis,,
013592,ETHICS,287,Religion and Science,CCI STS CZ,
013592 1,NEUROSCI,237,Religion and Science,CCI STS CZ,
013592 2,RELIGION,287,Religion and Science,CCI STS CZ,
013593,BIOLOGY,373LA,Sensory Physiology and Behavior of Marine Animals,R W NS,
013593 1,ENVIRON,373LA,Sensory Physiology and Behavior of Marine Animals,R W NS,
013593 2,NEUROSCI,381LA,Sensory Physiology and Behavior of Marine Animals,R W NS,
013594,BIOCHEM,658,Structural Biochemistry I,,
013594 1,SBB,658,Structural Biochemistry I,,
013594 2,CBB,658,Structural Biochemistry I,,
013594 3,CELLBIO,658,Structural Biochemistry I,,
013594 4,CMB,658,Structural Biochemistry I,,
013594 5,IMMUNOL,658,Structural Biochemistry I,,
013594 6,UPGEN,658,Structural Biochemistry I,,
013597,CHEM,201L9,Organic Chemistry Laboratory,,
013615,LAW,304,Big Bank Regulation,,
013616,LAW,306,Corporate Crime,,
013617,LAW,338,Animal Law,,
013618,INTERDIS,204C,Clinical Skills Course,,
013621,LAW,547,Criminal Justice Policy: Crime Politics and the Media,,
013624,LAW,567,Law Economics and Politics Colloquium,,
013642,NURSING,932,Advanced Pathophysiology for Nurse Anesthetists I,,
013643,PMT,301B,PHARMACOLOGY AND MOLECULAR THERAPEUTICS,,
013652,LAW,585,Philanthropy Voluntarism and Not-for-Profit Management,,
013653,LAW,604,Ad Hoc Tutorial,,
013657,LAW,615,Ad Hoc Internship,,
013660,VMS,338,Paris: A City and its Culture 1850 - 1930,CCI ALP CZ,
013665,POLSCI,346,Business Politics and Economic Growth,CCI SS,
013670,CPE,100D,Level One CPE - Duke Hospital,,
013670 1,CPE,510D,Level One CPE - Duke Hospital,,
013673,CPE,100P,Level One CPE - Pitt County Hospital,,
013673 1,CPE,510P,Level One CPE - Pitt County Hospital,,
013674,CPE,200,Level Two Clinical Pastoral Education in Pastoral Care and Counseling,,
013674 1,CPE,575,Level Two Clinical Pastoral Education in Pastoral Care and Counseling,,
013676,NURSING,502,Health Promotion and Disease Prevention,,
013687,NURSING,315,Directed Scholarship,,
013687 1,NURSING,574,Directed Scholarship,,
013690,AMES,390,Special Topics,,
013691,ENGLISH,184S,Readings in Genre,S W ALP,
013740,MGMTCOM,575,Beginning Working Spanish A,,
013746,ECE,311,Thermal Physics,,
013747,COMPSCI,555,Probability for Electrical and Computer Engineers,,
013747 1,ECE,555,Probability for Electrical and Computer Engineers,,
013748,ECE,675,Optical Imaging and Spectroscopy,,
013766,LINGUIST,493,Research Independent Study,R,
013767,LINGUIST,494,Research Independent Study,R,
013794,DANCE,422,Repertory: Ballet,,
013795,DANCE,432,Repertory: African Dance,,
013796,NEUROSCI,499S,Current Research in Neuroscience,S EI R W NS,
013796 1,PSY,499S,Current Research in Neuroscience,S EI R W NS,
013797,WOMENST,590S,Selected Topics in Feminist Studies,S,
013797 1,GSF,590S,Selected Topics in Feminist Studies,S,
013805,RELIGION,912S,Theorizing Religion,S CCI EI CZ,
013815,ARTSVIS,115,Introduction to Black and White Photography,S ALP,
013815 1,DOCST,115,Introduction to Black and White Photography,S ALP,
013815 2,VMS,115,Introduction to Black and White Photography,S ALP,
013815 3,ARTSVIS,115S,Introduction to Black and White Photography,S ALP,
013815 4,DOCST,115S,Introduction to Black and White Photography,S ALP,
013815 5,VMS,115S,Introduction to Black and White Photography,S ALP,
013819,DANCE,308,Performance and Technology: Composition Workshop,STS ALP,
013819 1,ISIS,376,Performance and Technology: Composition Workshop,STS ALP,
013819 2,THEATRST,364,Performance and Technology: Composition Workshop,STS ALP,
013819 3,ECE,364,Performance and Technology: Composition Workshop,STS ALP,
013819 4,ISS,376,Performance and Technology: Composition Workshop,STS ALP,
013824,ECON,348,Women in the Economy,CCI EI R SS,
013824 1,WOMENST,230,Women in the Economy,CCI EI R SS,
013824 2,ICS,348,Women in the Economy,CCI EI R SS,
013824 3,GSF,230,Women in the Economy,CCI EI R SS,
013827,BIOLOGY,665,Bayesian Inference for Environmental Models,NS,
013827 1,ENVIRON,665,Bayesian Inference for Environmental Models,NS,
013829,EGR,90L,Introduction to Engineering,,
013832,DANCE,420,Intensive Ballet,,
013833,DANCE,365L,The Art and Cultural History of Flamenco,CCI ALP CZ,
013833 1,SPANISH,364,The Art and Cultural History of Flamenco,CCI ALP CZ,
013834,RUSSIAN,314,The Devil in Russian Literature,CCI ALP,
013840,CULANTH,213,Cyborgs,CCI STS W SS,
013840 1,ICS,241,Cyborgs,CCI STS W SS,
013840 2,WOMENST,215,Cyborgs,CCI STS W SS,
013841,PUBPOL,271S,Social Entrepreneurship in Action,S EI SS,
013848,OPTECH,151,Orientation Lectures,,
013849,OPTECH,152,Basic Science Lecture,,
013850,OPTECH,153,Visual Acuity Assessment,,
013851,OPTECH,154,Physiology and Anatomy of the Eye,,
013852,OPTECH,155,Physical History,,
013853,OPTECH,156,Cardiopulmonary Resuscitation,,
013855,OPTECH,159,Visual Fields,,
013856,ENGLISH,377,Contemporary Novel,ALP,
013856 1,LIT,351,Contemporary Novel,ALP,
013856 2,ICS,377,Contemporary Novel,ALP,
013857,ENVIRON,102,Introduction to Environmental Sciences and Policy,STS NS,
013858,ENVIRON,360,Environmental Chemistry and Toxicology,STS NS,
013864,PHYSEDU,152,Latin Dance,,
013865,PHYSEDU,223,Sport Ethics,,
013866,OPTECH,160,Medical Teminology,,
013867,OPTECH,161,Spectacles,,
013868,OPTECH,162,Pharmacology,,
013869,OPTECH,163,Glaucoma and Tonometry,,
013870,OPTECH,164,External Ocular Diseases,,
013871,OPTECH,165,Physiology of Systemic Diseases,,
013872,OPTECH,166,Contact Lens and Keratometry,,
013873,OPTECH,167,Ocular Motility,,
013874,OPTECH,168,Neuro-Ophthalmology,,
013875,OPTECH,169,General Psychology,,
013876,OPTECH,170,Clinical Rotations,,
013877,POLSCI,618S,Politics of Institutional Change,S R SS,
013886,ENGLISH,375S,Popular Fictions,S ALP,
013886 1,LIT,345S,Popular Fictions,S ALP,
013886 2,WOMENST,252S,Popular Fictions,S ALP,
013888,XTIANETH,805,Sex Gender and Discipleship,,
013889,NEWTEST,890,New Testament Topics,,
013891,PARISH,764,The Poetic Imagination,,
013894,WXTIAN,807,The Nation State and Theology in Africa,,
013899,BIOLOGY,493,Research Independent Study,R,
013907,ARTSVIS,206,Digital Imaging,ALP,
013907 1,VMS,206,Digital Imaging,ALP,
013920,AMI,491,Individual Project,,
013923,HLTHMGMT,711,Healthcare Markets,,
013930,FINANCE,660,Venture Capital and Private Equity,,
013939,THEATRST,290S-5,Special Topics in Arts Management,S,
013941,LAW,710,Derivatives: Financial Markets Law and Policy,,
013946,LAW,368,Natural Resources Law,,
013946 1,ENVIRON,868,Natural Resources Law,,
013947,CPE,100M,Level One CPE - Moses Cone Health System,,
013947 1,CPE,510M,Level One CPE - Moses Cone Health System,,
013950,ENVIRON,754A,Qualitative Research Design in Marine Studies,,
013952,LAW,375,International Intellectual Property,,
013953,LAW,720,Advanced Copyright Digital Technology,,
013955,OPTECH,158,Optics and Refractometry,,
013956,TURKISH,101,Elementary Turkish,FL,
013957,TURKISH,102,Elementary Turkish,FL,
013958,TURKISH,203,Intermediate Turkish,FL,
013959,LAW,539,Ethics in Action,,
013998,EVANTH,363S,Evolution of Primate Social Cognition,S R NS,
014148,MUSIC,274S,Computer Music,S R ALP,
014150,ARTSVIS,223,Graphic Design in Multimedia: Theory and Practice,ALP,
014150 1,VMS,396,Graphic Design in Multimedia: Theory and Practice,ALP,
014150 2,ISIS,396,Graphic Design in Multimedia: Theory and Practice,ALP,
014150 3,ISS,396,Graphic Design in Multimedia: Theory and Practice,ALP,
014153,POLSCI,275,Left Right and Center: Competing Political Ideals,CCI EI SS,
014153 1,ICS,275,Left Right and Center: Competing Political Ideals,CCI EI SS,
014156,PUBPOL,371,News as a Moral Battleground,EI R W SS,
014156 1,ETHICS,259,News as a Moral Battleground,EI R W SS,
014156 2,PJMS,371,News as a Moral Battleground,EI R W SS,
014156 3,DOCST,371,News as a Moral Battleground,EI R W SS,
014156 4,RIGHTS,371,News as a Moral Battleground,EI R W SS,
014159,ENGLISH,310A,The Business of Art and Media,,
014159 1,ARTHIST,313A,The Business of Art and Media,,
014159 2,VMS,301A,The Business of Art and Media,,
014183,MUSIC,212-1,Djembe Ensemble,,
014186,INTERDIS,422C,Exploring Medicine:  Cross-Cultural Challenges to Medicine in the 21st Century,,
014187,ARTHIST,293,Research Independent Study,R,
014188,ARTHIST,291,Independent Study,,
014189,ARTHIST,493,Research Independent Study,R,
014190,PHIL,293,Research Independent Study,R,
014192,MEDREN,667,Readings in Latin Ecclesiastical Literature,CCI CZ,
014200,ENGLISH,332S,Chaucer I,S CCI R ALP,
014200 1,MEDREN,320S,Chaucer I,S CCI R ALP,
014201,PHYSICS,495,Thesis Independent Study,R W,
014202,ARTHIST,491,Independent Study,,
014203,ARTHIST,294,Research Independent Study,R,
014204,ARTHIST,292,Independent Study,,
014205,ARTHIST,494,Research Independent Study,R,
014206,ARTHIST,492,Independent Study,,
014221,GERMAN,359A,Germany Today: A European Superpower? Duke-in-Berlin,CCI FL SS,
014221 1,HISTORY,266A,Germany Today: A European Superpower? Duke-in-Berlin,CCI FL SS,
014221 2,POLSCI,296A,Germany Today: A European Superpower? Duke-in-Berlin,CCI FL SS,
014225,MANAGEMT,754,Mentored Study in Entrepreneurship,,
014229,EVANTH,391,Independent Study,,
014233,GREEK,493,Research Independent Study,R,
014236,LATIN,493,Research Independent Study,R,
014238,CULANTH,291,Independent Study,,
014239,CULANTH,293,Research Independent Study,R,
014242,EOS,391,Independent Study,,
014244,RELIGION,291,Independent Study,,
014245,RELIGION,293,Research Independent Study,R,
014246,RELIGION,292,Independent Study,,
014247,RELIGION,294,Research Independent Study,R,
014248,RELIGION,391,Independent Study,,
014249,RELIGION,393,Research Independent Study,R,
014250,RELIGION,392,Independent Study,,
014251,RELIGION,394,Research Independent Study,R,
014274,MUSIC,792,Independent Study in Performance Practice and Interpretation,,
014279,PUBPOL,820,Globalization and Governance,,
014289,RELIGION,752S,Faith and Reason,S,
014289 1,XTIANTHE,961,Faith and Reason,S,
014291,RELIGION,749S,Theology of St. Thomas Aquinas,S,
014292,XTIANTHE,962,Theology of St. Thomas Aquinas,,
014299,AAAS,740S,Racial and Ethnic Minorities in American Politics,S,
014299 1,POLSCI,703S,Racial and Ethnic Minorities in American Politics,S,
014299 2,PUBPOL,845S,Racial and Ethnic Minorities in American Politics,S,
014304,AMES,308S,Bilingualism,S CCI SS,
014304 1,LINGUIST,308S,Bilingualism,S CCI SS,
014310,PHIL,566S,Topics in Early Modern Political Thought from Machiavelli to Mills,S CCI R SS,
014310 1,POLSCI,579S,Topics in Early Modern Political Thought from Machiavelli to Mills,S CCI R SS,
014315,REG,100,Registration / Study Away,,
014317,AAAS,257D,Introduction to Racial and Ethnic Minorities in American Politics,CCI SS,
014317 1,POLSCI,205D,Introduction to Racial and Ethnic Minorities in American Politics,CCI SS,
014318,ECON,304,The International Economy 1850-Present: From Globalization to Globalization,CCI CZ SS,
014318 1,HISTORY,310,The International Economy 1850-Present: From Globalization to Globalization,CCI CZ SS,
014318 2,ICS,304,The International Economy 1850-Present: From Globalization to Globalization,CCI CZ SS,
014323,AMES,214,Music in East Asia,CCI ALP CZ,
014323 1,MUSIC,234,Music in East Asia,CCI ALP CZ,
014323 2,RELIGION,245,Music in East Asia,CCI ALP CZ,
014323 3,AMES,120,Music in East Asia,CCI ALP CZ,
014324,SOCIOL,264,Death and Dying,EI SS,
014325,THEATRST,290-5,Special Topics in Mainstage Production,,
014329,PHIL,263,Chinese Philosophy,CCI EI CZ,
014340,AMES,254,Music in South Asia,CCI ALP CZ,
014340 1,CULANTH,259,Music in South Asia,CCI ALP CZ,
014340 2,MUSIC,235,Music in South Asia,CCI ALP CZ,
014340 3,RELIGION,246,Music in South Asia,CCI ALP CZ,
014341,AMI,230S,Sound Music and the Moving Image,S CCI W ALP CZ,
014341 1,MUSIC,129S,Sound Music and the Moving Image,S CCI W ALP CZ,
014345,ICS,393,Research Independent Study,R,
014346,ICS,394,Research Independent Study,R,
014349,NSS,301B,Research in NSS,,
014361,COMPSCI,101L,Introduction to Computer Science,QS,
014377,WOMENST,390,Advanced Topics in Women's Studies,,
014377 1,WOMENST,490,Advanced Topics in Women's Studies,,
014377 2,GSF,490,Advanced Topics in Women's Studies,,
014378,ECE,577,Computational Electromagnetics,,
014379,ECE,381,Fundamentals of Digital Signal Processing,,
014389,NEWTEST,802,Judaism and Christianity: Ancient Roots and Modern Perspectives,,
014395,CULANTH,170D,Advertising and Society: Global Perspective (DS4),CCI SS,
014395 1,LINGUIST,170D,Advertising and Society: Global Perspective (DS4),CCI SS,
014395 2,SOCIOL,160D,Advertising and Society: Global Perspective (DS4),CCI SS,
014395 3,VMS,170D,Advertising and Society: Global Perspective (DS4),CCI SS,
014396,PHYSICS,806,Radiation Detection,NS,
014397,MATH,527,General Relativity,NS QS,
014397 1,PHYSICS,622,General Relativity,NS QS,
014400,BIOCHEM,667,Biochemical Genetics I: DNA and Genome Stability,,
014416,LAW,716,Information Privacy and Government Surveillance Law,,
014417,LAW,722,International Business Law,,
014421,LAW,329,Education Law,,
014422,BIOLOGY,556L,Systematic Biology,NS,
014439,LAW,617,Environmental Law Readings Workshop,,
014440,CLP,205,Clinical Leadership Project,,
014447,CBB,520,Genome Tools and Technologies,,
014451,CBB,590,Special Topics in Computational Biology,,
014462,POLISH,301S,Contemporary Polish Composition and Readings,S CCI FL,
014472,HLTHMGMT,705,Seminars in Healthcare 1,,
